2023-02-14T00:00:32+05:30,6.04618,11.2693,,6.08908,3.51506
2023-02-14T00:01:09+05:30,6.04618,11.2693,,6.07836,3.50433
2023-02-14T00:01:46+05:30,6.02473,11.2693,,6.06763,3.49361
2023-02-14T00:02:22+05:30,6.00328,11.25858,,6.05691,3.47216
2023-02-14T00:02:59+05:30,5.98183,11.24785,,6.04618,3.43998
2023-02-14T00:03:36+05:30,5.97111,11.24785,,6.03546,3.39708
2023-02-14T00:04:13+05:30,5.97111,11.23713,,6.03546,3.39708
2023-02-14T00:04:50+05:30,5.98183,11.2264,,6.03546,3.40781
2023-02-14T00:05:27+05:30,5.99256,11.2264,,6.03546,3.39708
2023-02-14T00:06:04+05:30,5.99256,11.21568,,6.02473,3.37563
2023-02-14T00:06:41+05:30,5.98183,11.21568,,6.02473,3.35418
2023-02-14T00:07:18+05:30,5.96038,11.20495,,6.01401,3.35418
2023-02-14T00:07:55+05:30,5.93893,11.20495,,5.99256,3.36491
2023-02-14T00:08:32+05:30,5.92821,11.19423,,5.99256,3.38636
2023-02-14T00:09:09+05:30,5.91748,11.19423,,5.98183,3.39708
2023-02-14T00:09:46+05:30,5.92821,11.1835,,5.98183,3.43998
2023-02-14T00:10:23+05:30,5.93893,11.17278,,5.98183,3.42926
2023-02-14T00:11:00+05:30,5.92821,11.17278,,5.97111,3.41853
2023-02-14T00:11:37+05:30,5.91748,11.15133,,5.96038,3.40781
2023-02-14T00:12:14+05:30,5.89603,11.15133,,5.94966,3.38636
2023-02-14T00:12:51+05:30,5.89603,11.1406,,5.93893,3.35418
2023-02-14T00:13:28+05:30,5.87458,11.12988,,5.93893,3.34346
2023-02-14T00:14:05+05:30,5.87458,11.12988,,5.92821,3.35418
2023-02-14T00:14:42+05:30,5.86385,11.11915,,5.92821,3.33273
2023-02-14T00:15:19+05:30,5.86385,11.11915,,5.91748,3.31128
2023-02-14T00:15:56+05:30,5.8424,11.10843,,5.90676,3.28983
2023-02-14T00:16:33+05:30,5.82095,11.10843,,5.90676,3.28983
2023-02-14T00:17:10+05:30,5.82095,11.0977,,5.90676,3.34346
2023-02-14T00:17:47+05:30,5.82095,11.07625,,5.91748,3.39708
2023-02-14T00:18:23+05:30,5.82095,11.07625,,5.90676,3.43998
2023-02-14T00:19:00+05:30,5.82095,11.06553,,5.90676,3.47216
2023-02-14T00:19:37+05:30,5.82095,11.06553,,5.90676,3.46143
2023-02-14T00:20:14+05:30,5.81023,11.0548,,5.90676,3.43998
2023-02-14T00:20:51+05:30,5.81023,11.0548,,5.89603,3.41853
2023-02-14T00:21:28+05:30,5.81023,11.04408,,5.89603,3.40781
2023-02-14T00:22:05+05:30,5.82095,11.04408,,5.90676,3.37563
2023-02-14T00:22:42+05:30,5.82095,11.03335,,5.91748,3.35418
2023-02-14T00:23:19+05:30,5.82095,11.02263,,5.91748,3.31128
2023-02-14T00:23:56+05:30,5.82095,11.02263,,5.89603,3.28983
2023-02-14T00:24:33+05:30,5.81023,11.0119,,5.89603,3.25766
2023-02-14T00:25:10+05:30,5.81023,11.00118,,5.89603,3.22548
2023-02-14T00:25:47+05:30,5.7995,11.00118,,5.88531,3.19331
2023-02-14T00:26:24+05:30,5.81023,11.00118,,5.88531,3.18258
2023-02-14T00:27:04+05:30,5.82095,11.00118,,5.88531,3.21476
2023-02-14T00:27:41+05:30,5.82095,10.99045,,5.89603,3.25766
2023-02-14T00:28:18+05:30,5.83168,10.99045,,5.89603,3.26838
2023-02-14T00:28:55+05:30,5.86385,10.97973,,5.90676,3.31128
2023-02-14T00:29:32+05:30,5.86385,10.97973,,5.89603,3.35418
2023-02-14T00:30:09+05:30,5.8424,10.969,,5.89603,3.37563
2023-02-14T00:30:46+05:30,5.83168,10.969,,5.88531,3.39708
2023-02-14T00:31:23+05:30,5.83168,10.95828,,5.87458,3.40781
2023-02-14T00:31:59+05:30,5.82095,10.95828,,5.87458,3.40781
2023-02-14T00:32:37+05:30,5.8424,10.95828,,5.87458,3.37563
2023-02-14T00:33:14+05:30,5.87458,10.93683,,5.89603,3.34346
2023-02-14T00:33:50+05:30,5.87458,10.9261,,5.89603,3.31128
2023-02-14T00:34:27+05:30,5.85313,10.9261,,5.88531,3.28983
2023-02-14T00:35:04+05:30,5.83168,10.91538,,5.88531,3.28983
2023-02-14T00:35:41+05:30,5.82095,10.91538,,5.87458,3.32201
2023-02-14T00:36:21+05:30,5.82095,10.89393,,5.86385,3.39708
2023-02-14T00:36:58+05:30,5.7995,10.89393,,5.85313,3.49361
2023-02-14T00:37:35+05:30,5.77805,10.89393,,5.8424,3.51506
2023-02-14T00:38:12+05:30,5.76733,10.89393,,5.82095,3.51506
2023-02-14T00:38:49+05:30,5.74588,10.89393,,5.81023,3.48288
2023-02-14T00:39:26+05:30,5.74588,10.8832,,5.81023,3.42926
