2023-02-14T12:55:27+05:30,35.39005,19.77431
2023-02-14T12:56:04+05:30,35.55093,19.81721
2023-02-14T12:56:41+05:30,35.67963,19.86011
2023-02-14T12:57:18+05:30,35.80833,19.90301
2023-02-14T12:57:55+05:30,35.9692,19.93518
2023-02-14T12:58:32+05:30,36.16225,19.97808
2023-02-14T12:59:09+05:30,36.33386,20.02098
2023-02-14T12:59:46+05:30,36.51619,20.05316
2023-02-14T13:00:23+05:30,36.65561,20.09606
2023-02-14T13:01:00+05:30,36.78431,20.12823
2023-02-14T13:01:37+05:30,36.93446,20.17113
2023-02-14T13:02:14+05:30,37.03099,20.21404
2023-02-14T13:02:54+05:30,37.11679,20.26766
2023-02-14T13:03:31+05:30,37.24549,20.29984
2023-02-14T13:04:11+05:30,37.39564,20.29984
2023-02-14T13:04:48+05:30,37.53507,20.32129
2023-02-14T13:05:28+05:30,37.65305,20.33201
2023-02-14T13:06:05+05:30,37.79247,20.41781
2023-02-14T13:06:46+05:30,37.9319,20.46071
2023-02-14T13:07:24+05:30,38.04987,20.50361
2023-02-14T13:08:04+05:30,38.16785,20.53579
2023-02-14T13:08:41+05:30,38.21075,20.57869
2023-02-14T13:09:18+05:30,38.22147,20.61086
2023-02-14T13:09:55+05:30,38.22147,20.65376
2023-02-14T13:10:32+05:30,38.24292,20.68594
2023-02-14T13:11:09+05:30,38.28582,20.71811
2023-02-14T13:11:46+05:30,38.33945,20.76101
2023-02-14T13:12:23+05:30,38.38235,20.78246
2023-02-14T13:13:01+05:30,38.42525,20.81464
2023-02-14T13:13:38+05:30,38.4467,20.84682
2023-02-14T13:14:15+05:30,38.46815,20.86827
2023-02-14T13:14:52+05:30,38.46815,20.90044
2023-02-14T13:15:29+05:30,38.45743,20.93262
2023-02-14T13:16:07+05:30,38.4467,20.95407
2023-02-14T13:16:48+05:30,38.43598,20.98624
2023-02-14T13:17:25+05:30,38.41453,21.02914
2023-02-14T13:18:02+05:30,38.41453,21.06132
2023-02-14T13:18:39+05:30,38.35017,21.09349
2023-02-14T13:19:16+05:30,38.25365,21.11494
2023-02-14T13:19:53+05:30,38.15712,21.13639
2023-02-14T13:20:30+05:30,38.04987,21.15784
2023-02-14T13:21:07+05:30,37.9319,21.17929
2023-02-14T13:21:44+05:30,37.82465,21.19002
2023-02-14T13:22:21+05:30,37.73885,21.22219
2023-02-14T13:23:01+05:30,37.66377,21.24364
2023-02-14T13:23:41+05:30,37.59942,21.25437
2023-02-14T13:24:18+05:30,37.52434,21.27582
2023-02-14T13:24:55+05:30,37.43854,21.29727
2023-02-14T13:25:32+05:30,37.32057,21.31872
2023-02-14T13:26:09+05:30,37.23476,21.34017
2023-02-14T13:26:46+05:30,37.14896,21.36162
2023-02-14T13:27:23+05:30,37.09534,21.38307
2023-02-14T13:28:00+05:30,37.00954,21.40452
2023-02-14T13:28:37+05:30,36.92374,21.42597
2023-02-14T13:29:20+05:30,36.81649,21.4367
2023-02-14T13:29:57+05:30,36.73069,21.44742
2023-02-14T13:30:34+05:30,36.64489,21.46887
2023-02-14T13:31:52+05:30,36.40893,21.50105
2023-02-14T13:32:30+05:30,36.31241,21.5225
2023-02-14T13:33:06+05:30,36.21588,21.53322
2023-02-14T13:33:43+05:30,36.20515,21.55467
2023-02-14T13:34:21+05:30,36.1408,21.57612
2023-02-14T13:35:01+05:30,36.11935,21.59757
2023-02-14T13:35:38+05:30,36.0979,21.61902
2023-02-14T13:36:15+05:30,36.0979,21.6512
2023-02-14T13:36:52+05:30,36.07645,21.66192
2023-02-14T13:37:32+05:30,36.03355,21.68337
2023-02-14T13:38:12+05:30,35.94775,21.6941
2023-02-14T13:38:49+05:30,35.85123,21.70482
2023-02-14T13:39:26+05:30,35.77615,21.71555
2023-02-14T13:40:03+05:30,35.70108,21.71555
2023-02-14T13:40:40+05:30,35.626,21.72627
2023-02-14T13:41:18+05:30,35.5402,21.72627
2023-02-14T13:41:55+05:30,35.44368,21.72627
2023-02-14T13:42:32+05:30,35.3686,21.74772
2023-02-14T13:43:09+05:30,35.30425,21.75845
2023-02-14T13:43:46+05:30,35.22917,21.76917
2023-02-14T13:44:23+05:30,35.1541,21.79062
2023-02-14T13:45:00+05:30,35.05757,21.80135
2023-02-14T13:45:37+05:30,34.98249,21.80135
2023-02-14T13:46:14+05:30,34.90742,21.81207
2023-02-14T13:46:51+05:30,34.84307,21.8228
2023-02-14T13:47:28+05:30,34.75727,21.8228
2023-02-14T13:48:08+05:30,34.66074,21.83352
2023-02-14T13:48:45+05:30,34.59639,21.84425
2023-02-14T13:49:22+05:30,34.53204,21.84425
